"Recording_ID","Genus","Specific_epithet","Subspecies","English_name","Recordist","Country","Locality","Latitude","Longitude","Vocalization_type","Audio_file","License","Url","Quality","Time","Date","Altitude","file.name","Spectrogram_small","Spectrogram_med","Spectrogram_large","Spectrogram_full","Length","Uploaded","Remarks","Bird_seen","Playback_used"
"137713","Ramphastos","sulfuratus","","Keel-billed Toucan","Paul Driver","Costa Rica","Puntarenas",10.2993,-84.8174,"song","//www.xeno-canto.org/137713/download","//creativecommons.org/licenses/by-nc-sa/3.0/","//www.xeno-canto.org/137713","A","08:21","2013-05-29","1400","XC137713-KEEL-BILLED TOUCAN Santa Elena Costa Rica 8.21am 05292013 (2).mp3","//www.xeno-canto.org/sounds/uploaded/FSCGENVPXK/ffts/XC137713-small.png","//www.xeno-canto.org/sounds/uploaded/FSCGENVPXK/ffts/XC137713-med.png","//www.xeno-canto.org/sounds/uploaded/FSCGENVPXK/ffts/XC137713-large.png","//www.xeno-canto.org/sounds/uploaded/FSCGENVPXK/ffts/XC137713-full.png","0:51","2013-06-08","","yes","no"
"106564","Ramphastos","sulfuratus","brevicarinatus","Keel-billed Toucan","Mike Nelson","Costa Rica","La Tirimbina Lodge",10.417,-84.1248,"call","//www.xeno-canto.org/106564/download","//creativecommons.org/licenses/by-nc-nd/2.5/","//www.xeno-canto.org/106564","A","10:30am","2012-07-11","150","KeelbilledToucanCR1.mp3","//www.xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC106564-small.png","//www.xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC106564-med.png","//www.xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC106564-large.png","//www.xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC106564-full.png","0:04","2012-07-31","sitting atop a dead snag only got four croaks before it flew off. img:http://www.flickr.com/photos/madbirder/7574682032/","yes","no"
"568525","Ramphastos","sulfuratus","brevicarinatus","Keel-billed Toucan","Brendan Sloan","Costa Rica","El Copal Reserve",NA,NA,"song","//www.xeno-canto.org/568525/download","//creativecommons.org/licenses/by-nc-nd/4.0/","//www.xeno-canto.org/568525","B","16:30","2020-03-10","1000 masl approx","XC568525-R0192 Keel Billed Toucan.mp3","//www.xeno-canto.org/sounds/uploaded/TNTQAOFHFM/ffts/XC568525-small.png","//www.xeno-canto.org/sounds/uploaded/TNTQAOFHFM/ffts/XC568525-med.png","//www.xeno-canto.org/sounds/uploaded/TNTQAOFHFM/ffts/XC568525-large.png","//www.xeno-canto.org/sounds/uploaded/TNTQAOFHFM/ffts/XC568525-full.png","1:00","2020-06-14","","yes","no"
"489621","Ramphastos","sulfuratus","","Keel-billed Toucan","GABRIEL LEITE","Costa Rica","La Selva, Sarapiqui, Heredia",10.4314,-84.039,"song","//www.xeno-canto.org/489621/download","//creativecommons.org/licenses/by-nc-sa/4.0/","//www.xeno-canto.org/489621","B","07:00","2019-07-19","70","XC489621-Ramphastus sulphuratus_La selva_1198.mp3","//www.xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC489621-small.png","//www.xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC489621-med.png","//www.xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC489621-large.png","//www.xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC489621-full.png","0:16","2019-07-31","","yes","no"
"489491","Ramphastos","sulfuratus","","Keel-billed Toucan","GABRIEL LEITE","Costa Rica","Arenal Observatory Lodge, Fortuna, Costa Rica",10.4347,-84.7095,"song","//www.xeno-canto.org/489491/download","//creativecommons.org/licenses/by-nc-sa/4.0/","//www.xeno-canto.org/489491","B","08:00","2019-07-16","750","XC489491-Ramphastus sulphuratus_Arenal_1015.mp3","//www.xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC489491-small.png","//www.xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC489491-med.png","//www.xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC489491-large.png","//www.xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC489491-full.png","0:30","2019-07-30","","yes","no"
"411368","Ramphastos","sulfuratus","brevicarinatus","Keel-billed Toucan","Frank Lambert","Costa Rica","Rancho Naturalista",9.832,-83.5639,"call","//www.xeno-canto.org/411368/download","//creativecommons.org/licenses/by-nc-nd/4.0/","//www.xeno-canto.org/411368","B","11:04","2016-12-08","950","XC411368-Ramphastos_sulfuratus_brevicarinatus-FL X calls Rancho Naturalista 8Dec16 11.04am LS111402b.mp3","//www.xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC411368-small.png","//www.xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC411368-med.png","//www.xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC411368-large.png","//www.xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC411368-full.png","0:28","2018-04-18","","unknown","no"
"411367","Ramphastos","sulfuratus","brevicarinatus","Keel-billed Toucan","Frank Lambert","Costa Rica","Rancho Naturalista",9.832,-83.5639,"call","//www.xeno-canto.org/411367/download","//creativecommons.org/licenses/by-nc-nd/4.0/","//www.xeno-canto.org/411367","B","11:06","2016-12-08","950","XC411367-Ramphastos_sulfuratus_brevicarinatus-FL calls Rancho Naturalista 8Dec16 11.06am LS111403b.mp3","//www.xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC411367-small.png","//www.xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC411367-med.png","//www.xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC411367-large.png","//www.xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC411367-full.png","0:47","2018-04-18","","unknown","no"
"394775","Ramphastos","sulfuratus","","Keel-billed Toucan","Brianne Nguyen","Costa Rica","Monteverde, Provincia de Puntarenas",10.3126,-84.8221,"call","//www.xeno-canto.org/394775/download","//creativecommons.org/licenses/by-nc-sa/4.0/","//www.xeno-canto.org/394775","B","06:30","2017-11-22","1400","XC394775-Toucan.mp3","//www.xeno-canto.org/sounds/uploaded/EXKQNACYOT/ffts/XC394775-small.png","//www.xeno-canto.org/sounds/uploaded/EXKQNACYOT/ffts/XC394775-med.png","//www.xeno-canto.org/sounds/uploaded/EXKQNACYOT/ffts/XC394775-large.png","//www.xeno-canto.org/sounds/uploaded/EXKQNACYOT/ffts/XC394775-full.png","0:10","2017-12-01","Recording amplified","no","no"
"332528","Ramphastos","sulfuratus","","Keel-billed Toucan","Bobby Wilcox","Costa Rica","Reserva Curi-Cancha, Monteverde",10.3033,-84.8028,"call","//www.xeno-canto.org/332528/download","//creativecommons.org/licenses/by-nc-sa/4.0/","//www.xeno-canto.org/332528","B","15:30","2016-07-30","1500","XC332528-Keel-billed toucans (3) 35' cc 1530b mp3 amp.mp3","//www.xeno-canto.org/sounds/uploaded/YHKQPPJDVP/ffts/XC332528-small.png","//www.xeno-canto.org/sounds/uploaded/YHKQPPJDVP/ffts/XC332528-med.png","//www.xeno-canto.org/sounds/uploaded/YHKQPPJDVP/ffts/XC332528-large.png","//www.xeno-canto.org/sounds/uploaded/YHKQPPJDVP/ffts/XC332528-full.png","0:26","2016-08-28","Same birds as XC332512 but only one of them vocalizing in this cut.  About 35ft up in a tree directly above me.  Amplified and high pass filter with Audacity.","yes","no"
"332512","Ramphastos","sulfuratus","","Keel-billed Toucan","Bobby Wilcox","Costa Rica","Reserva Curi-Cancha, Monteverde",10.3033,-84.8028,"call, female, male","//www.xeno-canto.org/332512/download","//creativecommons.org/licenses/by-nc-sa/4.0/","//www.xeno-canto.org/332512","B","15:30","2016-07-30","1500","XC332512-Keel-billed toucans (3) 35' cc 1530 mp3 amp.mp3","//www.xeno-canto.org/sounds/uploaded/YHKQPPJDVP/ffts/XC332512-small.png","//www.xeno-canto.org/sounds/uploaded/YHKQPPJDVP/ffts/XC332512-med.png","//www.xeno-canto.org/sounds/uploaded/YHKQPPJDVP/ffts/XC332512-large.png","//www.xeno-canto.org/sounds/uploaded/YHKQPPJDVP/ffts/XC332512-full.png","1:04","2016-08-27","There were at least 3 birds in high up in the trees above me (about 35ft away)  and at least two are vocalizing in this recording. Also  discovered later on a night hike that at least two of the birds use this area as a sleeping roost.   Amplified and high pass filter with Audacity.","yes","no"
"274648","Ramphastos","sulfuratus","","Keel-billed Toucan","Peter Boesman","Costa Rica","Las Heliconias Lodge, Alajuela",10.7089,-85.057,"song","//www.xeno-canto.org/274648/download","//creativecommons.org/licenses/by-nc-nd/4.0/","//www.xeno-canto.org/274648","B","17:20","2010-03-24","800","XC274648-428 Keel-billed Toucan 4 song.mp3","//www.xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC274648-small.png","//www.xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC274648-med.png","//www.xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC274648-large.png","//www.xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC274648-full.png","0:34","2015-08-27","","unknown","unknown"
"274646","Ramphastos","sulfuratus","","Keel-billed Toucan","Peter Boesman","Costa Rica","Las Heliconias Lodge, Alajuela",10.7089,-85.057,"song","//www.xeno-canto.org/274646/download","//creativecommons.org/licenses/by-nc-nd/4.0/","//www.xeno-canto.org/274646","B","06:50","2010-03-26","800","XC274646-428 Keel-billed Toucan 2 song.mp3","//www.xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC274646-small.png","//www.xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC274646-med.png","//www.xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC274646-large.png","//www.xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC274646-full.png","0:37","2015-08-27","","unknown","unknown"
"274276","Ramphastos","sulfuratus","","Keel-billed Toucan","Peter Boesman","Costa Rica","La Selva biological station, Heredia",10.43,-84,"song","//www.xeno-canto.org/274276/download","//creativecommons.org/licenses/by-nc-nd/4.0/","//www.xeno-canto.org/274276","B","06:00","2010-03-14","","XC274276-428 Keel-billed Toucan 5 song.mp3","//www.xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC274276-small.png","//www.xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC274276-med.png","//www.xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC274276-large.png","//www.xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC274276-full.png","0:12","2015-08-27","(Background: Rufous Mourner)","unknown","unknown"
"166434","Ramphastos","sulfuratus","brevicarinatus","Keel-billed Toucan","Mike Nelson","Costa Rica","Rancho Naturalista",9.832,-83.5639,"song","//www.xeno-canto.org/166434/download","//creativecommons.org/licenses/by-nc-sa/3.0/","//www.xeno-canto.org/166434","B","07:30","2014-01-09","950","XC166434-Keel-billed ToucanRN22014.mp3","//www.xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC166434-small.png","//www.xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC166434-med.png","//www.xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC166434-large.png","//www.xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC166434-full.png","0:57","2014-02-07","img:http://www.flickr.com/photos/madbirder/12175208284/in/set-72157630586364090","yes","no"
"166433","Ramphastos","sulfuratus","brevicarinatus","Keel-billed Toucan","Mike Nelson","Costa Rica","Rancho Naturalista",9.832,-83.5639,"song","//www.xeno-canto.org/166433/download","//creativecommons.org/licenses/by-nc-sa/3.0/","//www.xeno-canto.org/166433","B","07:30","2014-01-09","950","XC166433-Keel-billed ToucanRN12014.mp3","//www.xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC166433-small.png","//www.xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC166433-med.png","//www.xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC166433-large.png","//www.xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC166433-full.png","0:20","2014-02-07","img:http://www.flickr.com/photos/madbirder/12175208284/in/set-72157630586364090","yes","no"
"141355","Ramphastos","sulfuratus","","Keel-billed Toucan","Fernand DEROUSSEN","Costa Rica","La Fortuna, San Carlos Canton, Alajuela",10.4912,-84.7221,"song","//www.xeno-canto.org/141355/download","//creativecommons.org/licenses/by-nc-nd/3.0/","//www.xeno-canto.org/141355","B","?","1997-12-01","550","XC141355-1997120106 Ramphastos sulfuratus.mp3","//www.xeno-canto.org/sounds/uploaded/UXGZWVYDFE/ffts/XC141355-small.png","//www.xeno-canto.org/sounds/uploaded/UXGZWVYDFE/ffts/XC141355-med.png","//www.xeno-canto.org/sounds/uploaded/UXGZWVYDFE/ffts/XC141355-large.png","//www.xeno-canto.org/sounds/uploaded/UXGZWVYDFE/ffts/XC141355-full.png","0:41","2013-07-03","","yes","no"
"141354","Ramphastos","sulfuratus","","Keel-billed Toucan","Fernand DEROUSSEN","Costa Rica","La Fortuna, San Carlos Canton, Alajuela",10.4912,-84.7221,"flight call","//www.xeno-canto.org/141354/download","//creativecommons.org/licenses/by-nc-nd/3.0/","//www.xeno-canto.org/141354","B","?","1997-11-29","550","XC141354-1997112912 Ramphastos sulfuratus.mp3","//www.xeno-canto.org/sounds/uploaded/UXGZWVYDFE/ffts/XC141354-small.png","//www.xeno-canto.org/sounds/uploaded/UXGZWVYDFE/ffts/XC141354-med.png","//www.xeno-canto.org/sounds/uploaded/UXGZWVYDFE/ffts/XC141354-large.png","//www.xeno-canto.org/sounds/uploaded/UXGZWVYDFE/ffts/XC141354-full.png","0:58","2013-07-03","","no","no"
"141335","Ramphastos","sulfuratus","","Keel-billed Toucan","Fernand DEROUSSEN","Costa Rica","La Selva, Sarapiqui, Heredia",10.4314,-84.039,"song","//www.xeno-canto.org/141335/download","//creativecommons.org/licenses/by-nc-nd/3.0/","//www.xeno-canto.org/141335","B","08:30","1997-11-29","70","XC141335-1997112912 Ramphastos sulfuratus.mp3","//www.xeno-canto.org/sounds/uploaded/UXGZWVYDFE/ffts/XC141335-small.png","//www.xeno-canto.org/sounds/uploaded/UXGZWVYDFE/ffts/XC141335-med.png","//www.xeno-canto.org/sounds/uploaded/UXGZWVYDFE/ffts/XC141335-large.png","//www.xeno-canto.org/sounds/uploaded/UXGZWVYDFE/ffts/XC141335-full.png","0:58","2013-07-03","","yes","no"
"72698","Ramphastos","sulfuratus","","Keel-billed Toucan","Sean O'Donnell","Costa Rica","La Selva, Sarapiqui, Heredia",10.4314,-84.0389,"call","//www.xeno-canto.org/72698/download","//creativecommons.org/licenses/by-nc-nd/2.5/","//www.xeno-canto.org/72698","B","1330h","2010-03-28","100","toucans25.mp3","//www.xeno-canto.org/sounds/uploaded/EAOQOPKBCP/ffts/XC72698-small.png","//www.xeno-canto.org/sounds/uploaded/EAOQOPKBCP/ffts/XC72698-med.png","//www.xeno-canto.org/sounds/uploaded/EAOQOPKBCP/ffts/XC72698-large.png","//www.xeno-canto.org/sounds/uploaded/EAOQOPKBCP/ffts/XC72698-full.png","0:12","2011-03-06","Two birds within 2 m of each other calling from canopy of riverside tree","unknown","unknown"
"588","Ramphastos","sulfuratus","","Keel-billed Toucan","Dan Mennill","Costa Rica","Santa Rosa National Park",10.67,-85.5,"song","//www.xeno-canto.org/588/download","//creativecommons.org/licenses/by-nc-nd/2.5/","//www.xeno-canto.org/588","B","?","0000-00-00","?","KBTO.mp3","//www.xeno-canto.org/sounds/uploaded/NHJILLHRNZ/ffts/XC588-small.png","//www.xeno-canto.org/sounds/uploaded/NHJILLHRNZ/ffts/XC588-med.png","//www.xeno-canto.org/sounds/uploaded/NHJILLHRNZ/ffts/XC588-large.png","//www.xeno-canto.org/sounds/uploaded/NHJILLHRNZ/ffts/XC588-full.png","0:46","2008-11-20","long series of double notes link:http://web2.uwindsor.ca/courses/biology/dmennill/CostaRica/CRMain.html","unknown","unknown"
"587955","Psarocolius","montezuma","","Montezuma Oropendola","Simon Elliott","Costa Rica","Turrialba, Turrialba, Provincia de Cartago",9.8744,-83.6666,"adult, call","//www.xeno-canto.org/587955/download","//creativecommons.org/licenses/by-nc-nd/4.0/","//www.xeno-canto.org/587955","A","05:30","2018-03-02","650","XC587955-Montezuma-oro.mp3","//www.xeno-canto.org/sounds/uploaded/FFFADKCCII/ffts/XC587955-small.png","//www.xeno-canto.org/sounds/uploaded/FFFADKCCII/ffts/XC587955-med.png","//www.xeno-canto.org/sounds/uploaded/FFFADKCCII/ffts/XC587955-large.png","//www.xeno-canto.org/sounds/uploaded/FFFADKCCII/ffts/XC587955-full.png","1:48","2020-09-12","small nesting colony","yes","no"
